INSERT into orderItems (OrderNumber, itemName, Quantity, Price) VALUES
(0, Sunday Buffet, 3, 60.0),
(1, Sunday Buffet, 3, 60.0),
(2, Sunday Buffet, 1, 20.0),
(3, Sunday Buffet, 3, 60.0),
(4, Sunday Buffet, 1, 20.0),
(5, Sunday Buffet, 1, 20.0),
(6, Sunday Buffet, 1, 20.0),
(7, Sunday Buffet, 5, 100.0),
(8, Sunday Buffet, 4, 80.0),
(9, Sunday Buffet, 5, 100.0),
(10, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3503, 'Vegetable Chow Mein' , 'tangy', 'evening', 3, 37.5),
(3503, 'Moo Shu Shrimp' , 'mild', 'evening', 1, 9.5),
(3504, 'House Special Chop Suey',  'hot', 'lunch', 2, 23.0),
(3505, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(3505, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(3505, 'Chicken Chow Mein',  'tangy', 'lunch', 2, 19.0),
(3505, 'Pork Chop Suey',  'mild', 'lunch', 4, 42.0),
(3505, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(3506, 'Egg Flower Soup',  'mild', 'lunch', 2, 12.0),
(3507, 'Chicken Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3507, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3507, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 1, 9.5),
(3508, 'House Special Egg Foo Young',  'hot', 'lunch', 1, 12.5),
(3509, 'Beef Chop Suey',  'piquant', 'lunch', 1, 10.5),
(3509, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(3509, 'Chicken Chow Mein',  'oh my god', 'lunch', 3, 28.5),
(3509, 'House Special Chop Suey',  'piquant', 'lunch', 3, 34.5),
(3509, 'Chicken Chow Mein',  'tangy', 'lunch', 3, 28.5),
(3510, 'House Special Chow Mein',  'tangy', 'lunch', 2, 21.0),
(3511, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 4, 46.0),
(3511, 'House Special Chop Suey',  'mild', 'lunch', 1, 11.5),
(3511, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3511, 'BBQ Pork Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3512, 'House Special Chop Suey',  'piquant', 'lunch', 3, 34.5),
(3512, 'House Special Chow Mein',  'piquant', 'lunch', 1, 10.5),
(3512, 'Beef Chow Mein',  'tangy', 'lunch', 2, 19.0),
(3512, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3513, 'Chicken Chop Suey',  'mild', 'lunch', 1, 10.5),
(3514, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(3514, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(3514, 'Vegetable Chow Mein' , 'tangy', 'evening', 3, 37.5),
(3514, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(3515, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3515, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(3515, 'Vegetable Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3515, 'Shrimp Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3516, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3517, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 6, 111.0),
(3518, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(3518, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(3518, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(3518, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 1, 18.5),
(3518, 'Chicken w. Vegetable' , 'mild', 'evening', 2, 25.0),
(3518, 'Mongolian Beef' , 'mild', 'evening', 1, 19.0),
(3519, 'Chicken Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3520, 'Chicken Egg Foo Young' , 'mild', 'evening', 4, 58.0),
(3520, 'Beef Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3520, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 1, 12.5),
(3521, 'Vegetables Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3521, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3521, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3521, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(3521, 'Dumpling (Potsitckers)(10)' , 'mild', 'evening', 1, 6.0),
(3521, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(3522, 'Vegetable Chow Mein' , 'mild', 'evening', 1, 12.5),
(3523, 'Pork Chop Suey' , 'mild', 'evening', 1, 13.5),
(3523, 'Shrimp Chow Mein' , 'mild', 'evening', 1, 12.5),
(3523, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(3523, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3523, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3523, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(3524, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(3525, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(3525, 'BBQ Pork Egg Foo Young', 'mild', ' children', 1, 10.5),
(3526, 'Beef w. Ginger and Green Onion' , 'mild', 'evening', 1, 14.5),
(3526, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(3526, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(3526, 'Shrimp Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3526, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3526, 'Chicken Chop Suey' , 'mild', 'evening', 1, 13.5),
(3526, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3527, 'Mongolian Beef' , 'mild', 'evening', 2, 38.0),
(3528, 'Pork Chop Suey' , 'mild', 'evening', 1, 13.5),
(3529, 'Beef Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(3530, 'Beef Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(3530, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3530, 'Beef Egg Foo Young' , 'mild', 'evening', 3, 43.5),
(3530, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(3530, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3530, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(3531, 'Shrimp Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3532, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3533, 'Chicken Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3533, 'Beef Egg Foo Young', 'mild', ' children', 2, 21.0),
(3533, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(3533, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(3533, 'Beef w. Ginger and Green Onion' , 'mild', 'evening', 1, 14.5),
(3533, 'Shrimp Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3534, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3534, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(3535, 'Chicken Chow Mein',  'hot', 'lunch', 2, 19.0),
(3535, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 1, 9.5),
(3535, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 1, 9.5),
(3535, 'Beef Chow Mein',  'mild', 'lunch', 1, 9.5),
(3535, 'BBQ Pork Chow Mein',  'hot', 'lunch', 2, 19.0),
(3536, 'Chicken Chow Mein',  'tangy', 'lunch', 1, 9.5),
(3537, 'Beef Chop Suey',  'oh my god', 'lunch', 1, 10.5),
(3537, 'House Special Egg Foo Young',  'tangy', 'lunch', 1, 12.5),
(3537, 'Sweet and Sour Pork',  'mild', 'lunch', 1, 10.5),
(3537, 'BBQ Pork Chow Mein',  'mild', 'lunch', 2, 19.0),
(3537, 'Beef Egg Foo Young', 'mild', ' children', 2, 21.0),
(3537, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3538, 'BBQ Pork Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3538, 'Beef Chop Suey',  'oh my god', 'lunch', 4, 42.0),
(3538, 'Beef Egg Foo Young',  'oh my god', 'lunch', 1, 11.5),
(3539, 'Wonton Soup',  'mild', 'lunch', 1, 4.0),
(3540, 'House Special Chow Mein',  'hot', 'lunch', 3, 31.5),
(3540, 'BBQ Pork Egg Foo Young',  'tangy', 'lunch', 2, 23.0),
(3540, 'Egg Flower Soup',  'mild', 'lunch', 1, 6.0),
(3540, 'Sweet and Sour Chicken',  'mild', 'lunch', 2, 21.0),
(3541, 'Beef Chow Mein',  'tangy', 'lunch', 2, 19.0),
(3541, 'Wonton Soup',  'mild', 'lunch', 1, 4.0),
(3541, 'Pork Chop Suey',  'piquant', 'lunch', 2, 21.0),
(3541, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(3541, 'Beef Chop Suey',  'piquant', 'lunch', 1, 10.5),
(3541, 'Stir Fried Vegetable', 'mild', ' children', 2, 13.0),
(3542, 'House Special Chow Mein',  'hot', 'lunch', 1, 10.5),
(3543, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(3543, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3543, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3544, 'Wonton Soup',  'mild', 'lunch', 1, 4.0),
(3544, 'House Special Chow Mein',  'mild', 'lunch', 1, 10.5),
(3544, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(3544, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(3544, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3544, 'Chicken Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3544, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(3545, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(3546, 'Beef Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(3546, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(3546, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3546, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3546, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3546, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(3546, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(3546, 'Pork Chop Suey',  'tangy', 'lunch', 1, 10.5),
(3547, 'Shrimp Chop Suey' , 'mild', 'evening', 1, 13.5),
(3548, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(3548, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(3548, 'Shrimp Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3548, 'Sweet and Sour Pork' , 'mild', 'evening', 1, 14.5),
(3548, 'Egg Flower Soup' , 'mild', 'evening', 1, 7.0),
(3549, 'Vegetables Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3549, 'Beef Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3549, 'Beef Chop Suey' , 'piquant', 'evening', 4, 54.0),
(3549, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(3550, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(3550, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3550, 'Vegetable Chow Mein' , 'piquant', 'evening', 1, 12.5),
(3550, 'Pork Chop Suey' , 'oh my god', 'evening', 2, 27.0),
(3550, 'Chicken Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(3550, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(3551, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(3551, 'Shrimp Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3551, 'Vegetable Chow Mein' , 'mild', 'evening', 1, 12.5),
(3552, 'Shrimp Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3552, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(3552, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(3552, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(3553, 'Vegetables Chop Suey' , 'mild', 'evening', 6, 81.0),
(3554, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3554, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3554, 'Shrimp Chop Suey' , 'hot', 'evening', 4, 54.0),
(3555, 'Beef w. Mixed Vegetables' , 'mild', 'evening', 1, 12.5),
(3556, 'Mongolian Beef' , 'mild', 'evening', 1, 19.0),
(3556, 'Moo Shu Pork/Chicken/Beef' , 'mild', 'evening', 1, 8.0),
(3556, 'Shrimp Chop Suey' , 'mild', 'evening', 1, 13.5),
(3556, 'Mongolian Beef' , 'mild', 'evening', 1, 19.0),
(3557, 'Stir Fried Vegetable' , 'mild', 'evening', 1, 10.5),
(3557, 'Shrimp Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(3557, 'Peking Pork Chop' , 'mild', 'evening', 1, 17.5),
(3557, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(3558, 'Pork Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3559, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(3560, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(3560, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(3560, 'Chicken Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3560, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(3561, 'Pork Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3561, 'Chicken Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(3561, 'Pork Chop Suey' , 'mild', 'evening', 1, 13.5),
(3561, 'Chicken Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3561, 'Vegetable Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(3562, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3562, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3562, 'BBQ Pork Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(3562, 'Egg Flower Soup' , 'mild', 'evening', 3, 21.0),
(3562, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(3563, 'Peking Pork Chop' , 'mild', 'evening', 2, 35.0),
(3563, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(3563, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(3563, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3563, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3563, 'Curry Chicken' , 'mild', 'evening', 2, 29.0),
(3563, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(3564, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3564, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(3564, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 1, 12.5),
(3564, 'Vegetable Egg Foo Young' , 'hot', 'evening', 4, 58.0),
(3565, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3566, 'Peking Pork Chop' , 'mild', 'evening', 1, 17.5),
(3566, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3566, 'Vegetable Chow Mein' , 'tangy', 'evening', 2, 25.0),
(3567, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(3568, 'Beef w. Ginger and Green Onion' , 'mild', 'evening', 1, 14.5),
(3568, 'Pork Chop Suey' , 'hot', 'evening', 2, 27.0),
(3568, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3568, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3568, 'Shrimp Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3569, 'General Tsao Chicken' , 'mild', 'evening', 1, 18.0),
(3569, 'BBQ Pork Chow Mein' , 'mild', 'evening', 1, 12.5),
(3569, 'Vegetable Chow Mein' , 'tangy', 'evening', 2, 25.0),
(3570, 'Wonton Soup',  'mild', 'lunch', 1, 4.0),
(3571, 'Beef Chop Suey',  'mild', 'lunch', 1, 10.5),
(3572, 'Chicken Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3572, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(3573, 'House Special Chow Mein',  'piquant', 'lunch', 1, 10.5),
(3574, 'House Special Chow Mein',  'mild', 'lunch', 1, 10.5),
(3574, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(3575, 'Shrimp w. Mixed Vegetable',  'mild', 'lunch', 6, 69.0),
(3576, 'Beef Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3576, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(3577, 'House Special Chop Suey',  'hot', 'lunch', 1, 11.5),
(3577, 'Beef Chop Suey',  'tangy', 'lunch', 1, 10.5),
(3577, 'House Special Egg Foo Young',  'oh my god', 'lunch', 1, 12.5),
(3577, 'House Special Egg Foo Young',  'piquant', 'lunch', 1, 12.5),
(3577, 'Stir Fried Vegetable',  'mild', 'lunch', 1, 8.5),
(3578, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3579, 'House Special Egg Foo Young',  'piquant', 'lunch', 1, 12.5),
(3579, 'House Special Chow Mein',  'mild', 'lunch', 3, 31.5),
(3579, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(3579, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(3579, 'Chicken Egg Foo Young',  'hot', 'lunch', 1, 11.5),
(3580, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3581, 'Shrimp Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(3582, 'Shrimp Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3583, 'Egg Flower Soup' , 'mild', 'evening', 1, 7.0),
(3584, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(3585, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(3585, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3585, 'Vegetable Chow Mein' , 'piquant', 'evening', 1, 12.5),
(3585, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(3586, 'Pork Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3587, 'Vegetable Chow Mein' , 'mild', 'evening', 1, 12.5),
(3587, 'Sweet and Sour Pork' , 'mild', 'evening', 4, 58.0),
(3587, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(3588, 'Shrimp Chow Mein' , 'mild', 'evening', 3, 37.5),
(3588, 'Shrimp Chop Suey' , 'hot', 'evening', 1, 13.5),
(3588, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(3588, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(3588, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(3589, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3589, 'Beef Chow Mein' , 'mild', 'evening', 4, 50.0),
(3589, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(3589, 'Beef Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(3590, 'Beef Chop Suey' , 'tangy', 'evening', 2, 27.0),
(3590, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(3590, 'Cashew Shrimp' , 'mild', 'evening', 1, 14.0),
(3591, 'Shrimp Chop Suey' , 'hot', 'evening', 4, 54.0),
(3591, 'Vegetables Chop Suey' , 'hot', 'evening', 2, 27.0),
(3591, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3592, 'Chicken Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(3592, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(3593, 'Chicken Chow Mein' , 'hot', 'evening', 2, 25.0),
(3593, 'Chicken Chop Suey' , 'mild', 'evening', 3, 40.5),
(3593, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(3593, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3593, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(3593, 'General Tsao Chicken' , 'mild', 'evening', 1, 18.0),
(3594, 'Beef Chow Mein' , 'piquant', 'evening', 6, 75.0),
(3594, 'Beef w. Mixed Vegetables', 'mild', ' children', 1, 8.5),
(3595, 'Shrimp w. Mixed Vegetable' , 'mild', 'evening', 2, 27.0),
(3595, 'Sweet and Sour Pork' , 'mild', 'evening', 4, 58.0),
(3595, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(3596, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(3596, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(3596, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(3596, 'Chicken Chow Mein' , 'hot', 'evening', 2, 25.0),
(3596, 'Shrimp w. Mixed Vegetable' , 'mild', 'evening', 1, 13.5),
(3596, 'Peking Pork Chop' , 'mild', 'evening', 2, 35.0),
(3597, 'Curry Chicken' , 'mild', 'evening', 1, 14.5),
(3597, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3598, 'House Special Egg Foo Young',  'oh my god', 'lunch', 3, 37.5),
(3598, 'Stir Fried Vegetable',  'mild', 'lunch', 1, 8.5),
(3598, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3598, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3599, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(3599, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(3599, 'House Special Chop Suey',  'oh my god', 'lunch', 2, 23.0),
(3599, 'House Special Chow Mein',  'mild', 'lunch', 1, 10.5),
(3599, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(3599, 'Sweet and Sour Chicken',  'mild', 'lunch', 2, 21.0),
(3600, 'Beef Chow Mein',  'tangy', 'lunch', 1, 9.5),
(3601, 'Beef Chow Mein',  'hot', 'lunch', 6, 57.0),
(3602, 'Chicken Chop Suey',  'mild', 'lunch', 2, 21.0),
(3602, 'Chicken Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(3602, 'Wonton Soup',  'mild', 'lunch', 4, 16.0),
(3603, 'Beef Chop Suey',  'mild', 'lunch', 2, 21.0),
(3603, 'Chicken Egg Foo Young',  'piquant', 'lunch', 1, 11.5),
(3603, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(3603, 'Beef Egg Foo Young',  'oh my god', 'lunch', 1, 11.5),
(3603, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(3603, 'Shrimp w. Mixed Vegetable',  'mild', 'lunch', 1, 11.5),
(3604, 'Beef Chow Mein',  'tangy', 'lunch', 1, 9.5),
(3604, 'Beef Chop Suey',  'hot', 'lunch', 1, 10.5),
(3604, 'Beef Egg Foo Young',  'hot', 'lunch', 4, 46.0),
(3605, 'Chicken Chow Mein',  'hot', 'lunch', 1, 9.5),
(3606, 'Chicken Chop Suey',  'mild', 'lunch', 1, 10.5),
(3607, 'Chicken Chow Mein',  'oh my god', 'lunch', 3, 28.5),
(3607, 'BBQ Pork Chow Mein',  'mild', 'lunch', 2, 19.0),
(3607, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(3607, 'Beef Egg Foo Young',  'piquant', 'lunch', 2, 23.0),
(3607, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(3607, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(3608, 'Moo Shu Pork/Chicken/Beef' , 'mild', 'evening', 2, 16.0),
(3609, 'Chicken Chow Mein' , 'hot', 'evening', 2, 25.0),
(3609, 'Pork Chop Suey' , 'hot', 'evening', 1, 13.5),
(3609, 'Vegetable Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(3609, 'Beef Chop Suey',  'hot', 'lunch', 2, 21.0),
(3610, 'Beef Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(3610, 'Stir Fried Vegetable' , 'mild', 'evening', 2, 21.0),
(3610, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3610, 'Beef w. Mixed Vegetables' , 'mild', 'evening', 1, 12.5),
(3610, 'Shrimp Chop Suey' , 'hot', 'evening', 1, 13.5),
(3611, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(3611, 'Chicken Chow Mein' , 'hot', 'evening', 2, 25.0),
(3611, 'Sweet and Sour Pork' , 'mild', 'evening', 1, 14.5),
(3611, 'Shrimp Egg Foo Young' , 'tangy', 'evening', 3, 43.5),
(3612, 'Beef Egg Foo Young' , 'hot', 'evening', 6, 87.0),
(3612, 'Pork Chop Suey', 'mild', ' children', 5, 47.5),
(3613, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(3613, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(3613, 'Beef w. Mixed Vegetables' , 'mild', 'evening', 1, 12.5),
(3613, 'Beef Chop Suey' , 'hot', 'evening', 1, 13.5),
(3614, 'Beef w. Mixed Vegetables' , 'mild', 'evening', 1, 12.5),
(3615, 'Shrimp Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(3615, 'Beef Chop Suey' , 'tangy', 'evening', 3, 40.5),
(3615, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3615, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(3615, 'Chicken Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(3616, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(3616, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(3617, 'Shrimp Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(3618, 'Chicken Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3618, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(3619, 'Chicken Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(3620, 'BBQ Pork Egg Foo Young' , 'oh my god', 'evening', 3, 43.5),
(3620, 'Beef Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(3620, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(3620, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(3620, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(3621, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(3621, 'Egg Flower Soup', 'mild', ' children', 1, 5.0),
(3621, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(3621, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(3621, 'BBQ Pork Egg Foo Young' , 'hot', 'evening', 2, 29.0),
(3622, 'Dumpling (Potsitckers)(10)' , 'mild', 'evening', 1, 6.0),
(3622, 'Beef Egg Foo Young', 'mild', ' children', 2, 21.0),
